resource_category,organization_name,phone_number,address,latitude,longitude
Naloxone & OD Education,Tapestry Health - Westfield,(413) 241-5379,"17 East Silver Street, Westfield, MA, 01085",42.1139884,-72.7452526
Naloxone & OD Education,Health Imperatives (Hyannis),(508) 771-8010,"1019 Lyannough Road, Hyannis, MA, 02601",41.6714901,-70.3033289
Naloxone & OD Education,AIDS Support Group of Cape Cod,(866) 990-2437,"428 South Street, Hyannis, MA, 02601",41.6487256,-70.2893999
Naloxone & OD Education,Duffy Health Center,(508) 771-9599,"94 Main Street, Hyannis, MA, 02601",41.6562982,-70.2744449
Naloxone & OD Education,AIDS Support Group of Cape Cod - Martha's Vineyard,(774) 994-7935,"517 State Road, Vineyard Haven, MA, 02568",41.4449951,-70.6189142
Naloxone & OD Education,Health Imperatives (Vineyard Haven),(508) 693-1208,"517 State Road, Vineyard Haven, MA, 02568",41.4449951,-70.6189142
Naloxone & OD Education,Fishing Partnership: Narcan Training for Fisherman,(774) 840-9393,"894 Main Street, Chatham, MA, 02633",41.6864985,-69.9684799
Naloxone & OD Education,Berkshire Harm Reduction - North Adams,(413) 398-5603,"6 West Main Street , North Adams, MA, 01247",42.6997484,-73.1150386
Naloxone & OD Education,Berkshire Harm Reduction Pittsfield,(413) 447-2654,"201, Pittsfield, MA, 01201",42.4500845,-73.2453824
Naloxone & OD Education,Syringe and Needle Disposal Site - Pittsfield - Syringe and Needle Disposal Site,(413) 447-2654,"510 North Street, Pittsfield, MA, 01201",42.4555476,-73.2510573
Naloxone & OD Education,Fairwind's Nantucket's Counseling Center,(508) 228-2689,"20 Vesper Lane L-1 Gouin Village, Nantucket, MA, 02554",41.2731551,-70.1027635
Naloxone & OD Education,Health Imperatives (Nantucket),(508) 228-9189,"3, Nantucket, MA, 02554",41.2708115,-70.0264952
Detox,"Charles River Recovery, LLC",(844) 666-2375,"75 Norumbega Rd, Weston, MA, 02493",42.3491697,-71.2619208
Detox,McLean Hospital HCQ,(800) 333-0338,"115 MILL STREET, BELMONT, MA, 02478",42.3948369,-71.1955271
Detox,Hillside,(781) 332-4135,"188 Florence St, Newton, MA, 02467",42.3183755,-71.1740473
Detox,HRI Hospital Detox - DMH Program,(833) 378-7377,"227 BABCOCK STREET, BROOKLINE, MA, 02446",42.3507761,-71.1212243
Detox,Bournewood Hospital Detox - DMH Program,(617) 469-0300,"300 SOUTH STREET, Chestnut Hill, MA, 02467",42.2982761,-71.1493023
Detox,"VA Boston Drug Dependence Treatment Center, Opioid Treatment Program",(857) 364-6265,"150 S Huntington Ave, Boston, MA, 02130",42.3261251,-71.1110873
Detox,New England Recovery Center (NERC),(877) 697-3422,"153 OAK STREET, WESTBOROUGH, MA, 01581",42.28635,-71.6269427
Detox,Spectrum Primary Care,(877) 697-3422,"154 OAK STREET, WESTBOROUGH, MA, 01581",42.2853361,-71.6274632
Detox,Arbour North Detox - Dual Diagnosis Unit DMH Program,(617) 522-4400,"49 ROBINWOOD AVENUE, BOSTON, MA, 02130",42.3156798,-71.1120793
Detox,Dimock Substance Abuse Treatment Services C.H.C.,(617) 442-8800,"41 DIMOCK STREET, BOSTON, MA, 02119",42.3196916,-71.0968849
Detox,"Mayflower Recovery Center - Detox, ATS",(978) 737-7937,"362 Middlesex Avenue, Wilmington, MA, 01887",42.5693248,-71.1599371
Detox,Andrew House Boston,(617) 318-5600,"170 MORTON ST. 4-SOUTH., BOSTON, MA, 02130",42.3000472,-71.1016018
Detox,Tewksbury Treatment Center,(978) 259-7000,"365 EAST STREET, TEWKSBURY, MA, 01876",42.6116532,-71.2084272
Detox,Faulkner - Addiction Recovery Program Inpatient,(617) 983-7060,"1153 CENTRE STREET 6-NORTH, BOSTON, MA, 02130",42.3014851,-71.1282337
Detox,Gavin Quincy ATS,(617) 845-5785,"43 OLD COLONY AVE, QUINCY, MA, 02170",42.2645476,-71.017879
Detox,Haven Detox,(855) 614-0111,"1369 GRAFTON ST, WORCESTER, MA, 01604",42.2352112,-71.7473303
Detox,Adcare Hospital of Worcester Detox,(508) 799-9000,"107 LINCOLN STREET, WORCESTER, MA, 01605",42.2763338,-71.7948449
Detox,Bedrock Rehab Detox,(855) 661-6060,"1 MEADOWBROOK WAY, CANTON, MA, 02021",42.1649997,-71.0693358
Detox,"Danvers Treatment Center, Acute Treatment Services",(978) 777-2121,"111 MIDDLETON ROAD, DANVERS, MA, 01923",42.5868892,-70.9766138
Detox,Sunrise Detox Millbury,(888) 443-3869,"29 MAIN STREET, MILLBURY, MA, 01527",42.1894225,-71.7587511
Detox,Recovery Centers of America at Danvers - Detox,(978) 767-2847,"75 LINDALL STREET, DANVERS, MA, 01923",42.5734876,-70.9433618
Detox,Washburn House ATS,(844) 797-5650,"1183 MAIN STREET, WORCESTER, MA, 01603",42.2435277,-71.8386465
Detox,Recovery Centers of America at Westminster - Detox,(800) 732-6837,"9 VILLAGE INN ROAD, WESTMINSTER, MA, 01473",42.5430172,-71.8783136
Detox,Baldpate  Acute Treatment Service,(978) 352-2131,"83 BALDPATE ROAD, GEORGETOWN, MA, 01833",42.7051611,-71.011216
Detox,MCAT - Detox DBA Evoke Wellness Cohasset,(617) 917-3485,"1 CHIEF JUSTICE CUSHING HWY, COHASSET, MA, 02025",42.2390365,-70.8472549
Detox,SBH Haverhill - Detox,(978) 641-3060,"61 BROWN STREET, HAVERHILL, MA, 01830",42.7641862,-71.0463414
Detox,Serenity At Summit New England,(508) 882-2734,"61 Brown St , Haverhill, MA, 01830",42.7641862,-71.0463414
Detox,High Point Treatment Center ATS,(800) 233-4478,"30 MEADOWBROOK ROAD, BROCKTON, MA, 02301",42.0571907,-71.0086213
Detox,Harrington Healthcare Co-Occurring Disorders Unit,(508) 640-2986,"340 THOMPSON ROAD, WEBSTER, MA, 01570",42.0274605,-71.8512291
Detox,Clearbrook Treatment Center  - ATS,(800) 582-6241,"83 HOSPITAL ROAD, TEMPLETON, MA, 01436",42.6138034,-72.0610501
Detox,"Stanley Street Treatment And Resources, Inc- ATS",(800) 937-3610,"386 STANLEY STREET, FALL RIVER, MA, 02720",41.7151478,-71.1363484
Detox,High Point Acute Treatment Services,(800) 233-4478,"1233 STATE ROAD, PLYMOUTH, MA, 02360",41.8863381,-70.5381871
Detox,High Point WATC ATS,(800) 233-4478,"108 NORTH FRONT STREET, NEW BEDFORD, MA, 02740",41.6527255,-70.9236853
Detox,The Retreat of Boston LLC,(413) 299-2485,"14 Chestnut Pl, Ludlow, MA, 01056",42.1575964,-72.4811254
Detox,Franklin Recovery Center,(413) 301-9355,"21 Kenwood Street, Greenfield, MA, 01301",42.6010637,-72.5954351
Detox,New View,(413) 301-9355,"21 Kenwood Street, Greenfield, MA, 01301",42.6010637,-72.5954351
Detox,Carlson Recovery Center,(413) 301-9355,"471 CHESTNUT STREET, Springfield, MA, 01107",42.1146846,-72.5976361
Detox,Gosnold Treatment Center,(800) 444-1554,"200 TER HEUN DRIVE, FALMOUTH, MA, 02540",41.5662451,-70.626652
Detox,McGee Unit,(413) 442-1400,"725 NORTH STREET MCGEE  PITTSFIELD, MA, 01201",42.4596189,-73.2493868
Detox,Berkshire Mountain Health,(413) 259-0341,"446 Monterey Road, Great Barrington, MA, 01230",42.1848528,-73.2968064
